name	x	y	z	size	group	hemisphere	type	tal.x	tal.y	tal.z
LG1	-52.2767	41.9706	-18.5049599373966	-999	LG	L	strip	-42.2613	14.1179	-35.5105
LG2	-61.5097	36.9267	-15.2399077127962	-999	LG	L	strip	-47.0969	6.14839	-29.9911
LG3	-67.9128	27.97	-12.6481266923264	-999	LG	L	strip	-52.2086	-2.96841	-25.4337
LG4	-72.1849	16.2806	-7.46946644414092	-999	LG	L	strip	-54.67	-13.0657	-20.6761
LG5	-73.7688	5.01154	-5.43005070304418	-999	LG	L	strip	-57.2907	-22.6761	-14.9782
LG6	-75.7099	-6.34667	0.0249532197577871	-999	LG	L	strip	-57.774	-32.2725	-10.0883
LG7	-76.1794	-18.9565	3.12897435768145	-999	LG	L	strip	-56.22	-41.9035	-5.05453
LG8	-75.011	-29.7897	8.69244722898312	-999	LG	L	strip	-56.9811	-49.9425	0.75265
LG9	-54.8311	48.3447	-9.86889759629382	-999	LG	L	strip	-41.776	19.5344	-26.9263
LG10	-61.7977	43.0757	-6.82537286645736	-999	LG	L	strip	-46.5116	11.6137	-22.3589
LG11	-68.7493	30.1735	-0.614346539534172	-999	LG	L	strip	-51.5048	1.42593	-17.7784
LG12	-74.1711	21.3759	5.48173633540017	-999	LG	L	strip	-54.0847	-7.60038	-13.044
LG13	-77.2069	10.1692	5.43026011464304	-999	LG	L	strip	-56.7054	-17.2108	-7.34607
LG14	-77.7878	-3.04602	9.74578721070424	-999	LG	L	strip	-58.237	-26.5222	-2.5339
LG15	-78.1177	-17.5828	13.1869643216844	-999	LG	L	strip	-56.6237	-36.6855	2.57556
LG16	-76.0685	-28.7997	17.9596571206742	-999	LG	L	strip	-56.2774	-45.5189	8.99008
LG17	-53.6982	53.57	-0.115425926504567	-999	LG	L	strip	-39.1534	24.9651	-19.1503
LG18	-61.1787	44.6102	4.31958989218839	-999	LG	L	strip	-44.9372	17.3293	-14.6606
LG19	-66.1964	34.7103	9.86244545233463	-999	LG	L	strip	-49.4359	7.26675	-10.047
LG20	-70.022	25.3135	13.2195574255639	-999	LG	L	strip	-53.5586	-1.59971	-5.42338
LG21	-75.1759	14.1426	16.2448562821	-999	LG	L	strip	-56.1201	-11.7456	0.286103
LG22	-78.73	1.47305	18.7674764177231	-999	LG	L	strip	-58.6407	-21.2885	5.40881
LG23	-79.018	-12.2715	23.369438442804	-999	LG	L	strip	-58.135	-30.6132	10.7913
LG24	-77.1166	-25.4647	26.8722617621765	-999	LG	L	strip	-56.6811	-40.2668	17.2996
LG25	-50.9084	56.8623	10.0093987783226	-999	LG	L	strip	-37.6792	30.6318	-10.5001
LG26	-57.4512	48.8159	13.3376504907633	-999	LG	L	strip	-44.2927	22.2591	-7.0169
LG27	-62.3869	39.1637	19.8125477001762	-999	LG	L	strip	-48.8506	12.7319	-2.41481
LG28	-66.8534	29.4904	22.2670871311022	-999	LG	L	strip	-51.4713	3.13789	3.60982
LG29	-73.1698	18.0115	26.4102579884178	-999	LG	L	strip	-55.5347	-6.24424	8.6406
LG30	-76.2067	6.46714	30.379567151406	-999	LG	L	strip	-58.2739	-14.7589	14.8139
LG31	-77.5958	-6.72445	34.8810280805695	-999	LG	L	strip	-59.687	-25.1206	20.0591
