name	x	y	z	size	group	hemisphere	type	tal.x	tal.y	tal.z
LTG1	-38.664	27.2824	-37.2375158961742	-999	LTG	L	grid	-33.953	27.2321	-29.0835
LTG2	-47.5308	25.5882	-29.8413374656947	-999	LTG	L	grid	-42.2464	25.572	-22.4293
LTG3	-56.1708	20.8555	-21.8980450302112	-999	LTG	L	grid	-46.4199	20.6421	-15.3393
LTG4	-60.5928	15.7491	-13.7355181020798	-999	LTG	L	grid	-49.1193	15.1839	-6.89098
LTG5	-63.6343	9.54447	-3.83436018889641	-999	LTG	L	grid	-50.3231	8.97276	1.85953
LTG6	-66.0233	8.8147	5.50401268606434	-999	LTG	L	grid	-52.0696	3.42167	9.69281
LTG7	-66.8056	-1.42779	17.0105457434788	-999	LTG	L	grid	-53.7392	-2.81483	19.0331
LTG8	-66.9623	-12.698	26.3321485814967	-999	LTG	L	grid	-53.9621	-9.35093	28.4164
LTG9	-40.9683	20.4195	-46.534105521286	-999	LTG	L	grid	-36.3958	18.958	-35.7109
LTG10	-51.7182	20.7227	-38.8185285595311	-999	LTG	L	grid	-43.6591	16.4805	-28.9477
LTG11	-57.3765	17.2593	-27.0404589973308	-999	LTG	L	grid	-49.8155	12.4937	-20.6962
LTG12	-62.4722	9.33194	-17.7980548581298	-999	LTG	L	grid	-52.4935	6.80082	-13.5043
LTG13	-65.0594	0.742901	-10.5846528552416	-999	LTG	L	grid	-55.0944	0.416231	-4.93288
LTG14	-68.4821	-5.27933	2.00368297442587	-999	LTG	L	grid	-55.3667	-5.68015	3.9185
LTG15	-69.8358	-10.5992	12.4657997173522	-999	LTG	L	grid	-56.2032	-10.8817	13.1137
LTG16	-69.1266	-20.9911	17.8613924211625	-999	LTG	L	grid	-56.4261	-17.4178	22.4969
LTG17	-38.6948	9.67404	-52.3142309319263	-999	LTG	L	grid	-35.4242	9.68184	-39.6288
LTG18	-49.919	9.64084	-46.2602770147161	-999	LTG	L	grid	-44.9456	6.23394	-34.0252
LTG19	-58.7005	5.5877	-37.8962308647617	-999	LTG	L	grid	-52.1597	3.29322	-27.2006
LTG20	-64.3736	-0.751966	-26.8144024314272	-999	LTG	L	grid	-55.7906	-2.27394	-18.7381
LTG21	-68.3298	-6.58212	-14.1453556622084	-999	LTG	L	grid	-58.4899	-7.73215	-10.2898
LTG22	-70.5589	-14.9687	-4.5552895253687	-999	LTG	L	grid	-60.1594	-14.0078	-1.73258
LTG23	-70.9384	-24.3337	3.35379018312676	-999	LTG	L	grid	-60.3611	-20.7962	6.04265
LTG24	-69.8094	-31.2147	13.6470363561388	-999	LTG	L	grid	-61.099	-26.9236	15.3682
LTG25	-37.9269	1.43358	-52.827387512806	-999	LTG	L	grid	-33.3393	-1.09753	-39.4842
LTG26	-44.6001	-3.66081	-49.5189543993552	-999	LTG	L	grid	-42.4505	-4.03376	-36.5234
LTG27	-53.3764	-5.98284	-43.5446279770692	-999	LTG	L	grid	-52.049	-6.78986	-32.2991
LTG28	-62.0708	-10.3232	-34.7987687427732	-999	LTG	L	grid	-58.2332	-10.548	-25.3655
LTG29	-69.9076	-17.3807	-21.9638077041986	-999	LTG	L	grid	-62.3512	-15.9349	-15.6398
LTG30	-72.1633	-23.0411	-16.4126306688948	-999	LTG	L	grid	-63.5335	-22.3908	-8.34589
LTG31	-71.7239	-29.7113	-6.84187735976927	-999	LTG	L	grid	-64.2223	-29.0207	0.258889
LTG32	-70.9531	-35.089	1.0770696173637	-999	LTG	L	grid	-64.4732	-35.3401	8.08673
