onset	duration	sample	trial_type	response_time	stim_file	serialpos	probepos	probe_word	resp_word	study_1	study_2	list	test	answer	experiment	session	subject
0.0	88.003	124072	SESS_START	n/a	n/a	-999	-999	n/a	n/a	n/a	n/a	-999	[0, 0, 0]	-999	PAL1	1	R1100D
88.003	1.016	264870	START	n/a	n/a	-999	-999	n/a	n/a	n/a	n/a	-1	[-999, -999, -999]	-999	PAL1	1	R1100D
89.019	4.285	266496	PROB	4255	n/a	-999	-999	n/a	n/a	n/a	n/a	-1	[8, 5, 2]	15	PAL1	1	R1100D
93.304	3.051	273352	PROB	3018	n/a	-999	-999	n/a	n/a	n/a	n/a	-1	[8, 8, 8]	24	PAL1	1	R1100D
96.355	3.566	278233	PROB	3542	n/a	-999	-999	n/a	n/a	n/a	n/a	-1	[6, 1, 7]	14	PAL1	1	R1100D
99.921	3.268	283938	PROB	3232	n/a	-999	-999	n/a	n/a	n/a	n/a	-1	[4, 4, 8]	16	PAL1	1	R1100D
103.189	3.633	289167	PROB	3612	n/a	-999	-999	n/a	n/a	n/a	n/a	-1	[7, 5, 6]	18	PAL1	1	R1100D
106.822	3.099	294979	PROB	3099	n/a	-999	-999	n/a	n/a	n/a	n/a	-1	[3, 1, 8]	12	PAL1	1	R1100D
109.921	44.257	299938	STOP	n/a	n/a	-999	-999	n/a	n/a	n/a	n/a	-1	[-999, -999, -999]	-999	PAL1	1	R1100D
154.178	10.439	370745	ENCODING_START	n/a	n/a	0	-999	n/a	n/a	n/a	n/a	1	[0, 0, 0]	-999	PAL1	1	R1100D
164.617	0.784	387447	STUDY_ORIENT	n/a	n/a	1	3	DOCK	n/a	DOCK	CAGE	1	[0, 0, 0]	-999	PAL1	1	R1100D
165.401	5.034	388701	STUDY_PAIR	n/a	wordpools/wordpool_EN.txt	1	3	DOCK	n/a	DOCK	CAGE	1	[0, 0, 0]	-999	PAL1	1	R1100D
170.435	0.984	396755	STUDY_ORIENT	n/a	n/a	2	4	PURSE	PASS	PEN	PURSE	1	[0, 0, 0]	-999	PAL1	1	R1100D
171.419	5.034	398330	STUDY_PAIR	n/a	wordpools/wordpool_EN.txt	2	4	PURSE	PASS	PEN	PURSE	1	[0, 0, 0]	-999	PAL1	1	R1100D
176.453	0.984	406384	STUDY_ORIENT	n/a	n/a	3	5	SHIELD	n/a	SHIELD	TOAD	1	[0, 0, 0]	-999	PAL1	1	R1100D
177.437	5.034	407958	STUDY_PAIR	n/a	wordpools/wordpool_EN.txt	3	5	SHIELD	n/a	SHIELD	TOAD	1	[0, 0, 0]	-999	PAL1	1	R1100D
182.471	0.9	416012	STUDY_ORIENT	n/a	n/a	4	2	JUICE	PASS	JUICE	LIP	1	[0, 0, 0]	-999	PAL1	1	R1100D
183.371	5.034	417452	STUDY_PAIR	n/a	wordpools/wordpool_EN.txt	4	2	JUICE	PASS	JUICE	LIP	1	[0, 0, 0]	-999	PAL1	1	R1100D
188.405	0.9	425506	STUDY_ORIENT	n/a	n/a	5	1	MILK	n/a	MILK	LAMP	1	[0, 0, 0]	-999	PAL1	1	R1100D
189.305	5.018	426946	STUDY_PAIR	n/a	wordpools/wordpool_EN.txt	5	1	MILK	n/a	MILK	LAMP	1	[0, 0, 0]	-999	PAL1	1	R1100D
