onset	duration	sample	trial_type	response_time	serialpos	probepos	probe_word	resp_word	study_1	study_2	list	test	answer	experiment	session	subject
0.0	0.0	186137	INSTRUCT_VIDEO_ON	n/a	-999	-999	n/a	n/a	n/a	n/a	-999	[0, 0, 0]	-999	PAL1	3	R1278E
0.0	5.416	186137	INSTRUCT_VIDEO_OFF	n/a	-999	-999	n/a	n/a	n/a	n/a	-999	[0, 0, 0]	-999	PAL1	3	R1278E
5.416	0.0	191553	SESS_START	n/a	-999	-999	n/a	n/a	n/a	n/a	-999	[0, 0, 0]	-999	PAL1	3	R1278E
5.416	12.001	191553	MIC_TEST	n/a	-999	-999	n/a	n/a	n/a	n/a	-999	[0, 0, 0]	-999	PAL1	3	R1278E
17.417	24.135	203554	PRACTICE_TRIAL	n/a	-999	-999	n/a	n/a	n/a	n/a	-1	[0, 0, 0]	-999	PAL1	3	R1278E
41.552	0.004	227688	ENCODING_START	n/a	-999	-999	n/a	n/a	n/a	n/a	-1	[0, 0, 0]	-999	PAL1	3	R1278E
41.556	0.268	227692	PRACTICE_ORIENT	n/a	1	5	WATCH	n/a	IRON	WATCH	-1	[0, 0, 0]	-999	PAL1	3	R1278E
41.824	0.65	227960	PRACTICE_ORIENT_OFF	n/a	1	5	WATCH	n/a	IRON	WATCH	-1	[0, 0, 0]	-999	PAL1	3	R1278E
42.474	4.017	228610	PRACTICE_PAIR	n/a	1	5	WATCH	n/a	IRON	WATCH	-1	[0, 0, 0]	-999	PAL1	3	R1278E
46.491	1.017	232627	PRACTICE_PAIR_OFF	n/a	1	5	WATCH	n/a	IRON	WATCH	-1	[0, 0, 0]	-999	PAL1	3	R1278E
47.508	0.267	233644	PRACTICE_ORIENT	n/a	2	4	RING	PASS	RING	TONGUE	-1	[0, 0, 0]	-999	PAL1	3	R1278E
47.775	0.566	233911	PRACTICE_ORIENT_OFF	n/a	2	4	RING	PASS	RING	TONGUE	-1	[0, 0, 0]	-999	PAL1	3	R1278E
48.341	4.018	234476	PRACTICE_PAIR	n/a	2	4	RING	PASS	RING	TONGUE	-1	[0, 0, 0]	-999	PAL1	3	R1278E
52.359	1.017	238494	PRACTICE_PAIR_OFF	n/a	2	4	RING	PASS	RING	TONGUE	-1	[0, 0, 0]	-999	PAL1	3	R1278E
53.376	0.266	239511	PRACTICE_ORIENT	n/a	3	3	FLOOD	PASS	FLOOD	CAMEL	-1	[0, 0, 0]	-999	PAL1	3	R1278E
53.642	0.584	239777	PRACTICE_ORIENT_OFF	n/a	3	3	FLOOD	PASS	FLOOD	CAMEL	-1	[0, 0, 0]	-999	PAL1	3	R1278E
54.226	4.017	240361	PRACTICE_PAIR	n/a	3	3	FLOOD	PASS	FLOOD	CAMEL	-1	[0, 0, 0]	-999	PAL1	3	R1278E
