name	x	y	z	size	group	hemisphere	type	tal.x	tal.y	tal.z
LPG1	-71.0297	-10.2541	-20.0004762266303	-999	LPG	L	grid	-67.8332	-12.9144	-13.6665
LPG2	-69.5516	-8.06345	-12.9828182550621	-999	LPG	L	grid	-66.5906	-10.0002	-5.13678
LPG3	-68.8551	-4.88062	-1.54987187101832	-999	LPG	L	grid	-65.2844	-7.08003	2.97888
LPG4	-68.3805	0.430067	11.9898652926057	-999	LPG	L	grid	-65.598	-3.13179	13.6194
LPG5	-66.5222	1.5324	21.8313694443531	-999	LPG	L	grid	-64.3554	-0.176405	22.9732
LPG6	-62.1642	3.99779	34.4985500028856	-999	LPG	L	grid	-60.5324	1.70713	31.8405
LPG7	-54.8801	6.30479	45.3023454210637	-999	LPG	L	grid	-54.2881	4.46421	39.5208
LPG8	-51.0383	3.5297	52.5872300505685	-999	LPG	L	grid	-48.2892	6.1723	48.5835
LPG9	-72.4765	-19.0376	-18.8687434505576	-999	LPG	L	grid	-70.4069	-21.9521	-11.3474
LPG10	-71.2115	-17.1432	-9.49604095168976	-999	LPG	L	grid	-69.1644	-19.0379	-2.81784
LPG11	-70.8386	-13.1836	3.80681132863814	-999	LPG	L	grid	-67.4631	-15.9222	6.22139
LPG12	-70.8811	-12.3387	11.4768165193191	-999	LPG	L	grid	-66.2842	-12.9582	16.2777
LPG13	-68.5207	-6.50232	23.0063185907915	-999	LPG	L	grid	-65.0416	-10.0028	25.6317
LPG14	-64.0761	-5.36984	35.1224505274056	-999	LPG	L	grid	-61.623	-7.22275	35.1807
LPG15	-61.0855	-6.60738	44.3054290967248	-999	LPG	L	grid	-55.4968	-5.53183	42.8381
LPG16	-53.7786	-9.14554	52.9847363151366	-999	LPG	L	grid	-49.2526	-2.77474	50.5185
LPG17	-71.6717	-29.1754	-15.2110008269489	-999	LPG	L	grid	-71.0931	-31.7878	-8.87696
LPG18	-71.9001	-26.921	-6.77587050019144	-999	LPG	L	grid	-69.8505	-28.8737	-0.347355
LPG19	-71.1349	-23.3329	4.33290195415376	-999	LPG	L	grid	-67.8609	-25.1265	8.91306
LPG20	-69.6272	-20.3581	15.4540005981614	-999	LPG	L	grid	-66.2233	-21.9844	19.0131
LPG21	-68.9781	-17.8437	25.0502976557282	-999	LPG	L	grid	-64.9806	-19.029	28.3669
LPG22	-66.6751	-16.7866	34.5370252107184	-999	LPG	L	grid	-61.5623	-16.2489	37.9161
LPG23	-62.212	-16.4482	44.9318124485599	-999	LPG	L	grid	-56.6943	-14.0263	45.4655
LPG24	-52.6129	-18.0927	55.9082794292783	-999	LPG	L	grid	-50.1729	-12.1487	53.8691
LPG25	-72.2564	-37.1832	-12.7017184374906	-999	LPG	L	grid	-70.051	-40.4737	-6.90319
LPG26	-72.2591	-35.4878	-3.49190045969009	-999	LPG	L	grid	-68.8722	-37.5522	2.30492
LPG27	-71.7737	-31.9835	6.40554763614605	-999	LPG	L	grid	-67.6296	-34.5967	11.6588
LPG28	-68.7795	-30.9189	17.5071315912075	-999	LPG	L	grid	-66.0462	-32.5292	21.0333
LPG29	-69.1316	-28.9	28.9483167688976	-999	LPG	L	grid	-64.4085	-29.3871	31.1333
LPG30	-67.6998	-27.1528	37.4956504830702	-999	LPG	L	grid	-62.2484	-26.0754	40.5745
LPG31	-62.2791	-24.177	46.8676092818462	-999	LPG	L	grid	-57.5078	-23.8356	49.529
LPG32	-54.092	-25.7355	55.4586446256509	-999	LPG	L	grid	-51.7224	-21.2566	57.1657
LPG33	-70.9632	-45.5895	-9.98821821279776	-999	LPG	L	grid	-67.6438	-50.13	-4.1754
LPG34	-71.919	-43.0547	-1.95791329876443	-999	LPG	L	grid	-67.4892	-47.1186	4.44564
LPG35	-70.9633	-40.4772	10.5407510150054	-999	LPG	L	grid	-66.3741	-44.1461	15.2047
LPG36	-66.8394	-36.7667	18.9725013762455	-999	LPG	L	grid	-65.0677	-41.1992	23.8559
LPG37	-66.5578	-33.584	29.0510351282451	-999	LPG	L	grid	-63.3664	-38.0656	33.2533
LPG38	-65.4036	-33.0665	37.395772293078	-999	LPG	L	grid	-60.8654	-35.6418	42.7152
LPG39	-62.7066	-33.2988	47.130172492404	-999	LPG	L	grid	-57.7879	-31.9738	52.2436
LPG40	-51.9421	-33.29	58.3781420090338	-999	LPG	L	grid	-51.085	-29.0387	59.9675
LPG41	-66.7872	-54.3205	-9.10186257157782	-999	LPG	L	grid	-64.4258	-58.9921	-2.02254
LPG42	-68.4595	-52.4838	1.38440402243804	-999	LPG	L	grid	-64.1008	-56.4165	6.77131
LPG43	-66.9227	-49.1575	12.4720032636565	-999	LPG	L	grid	-62.9219	-53.4525	16.8277
LPG44	-67.3314	-44.9125	22.9578875257249	-999	LPG	L	grid	-62.5969	-50.8533	26.0942
LPG45	-65.4863	-43.5946	31.2347645707973	-999	LPG	L	grid	-61.4817	-47.8807	36.8532
LPG46	-64.1939	-40.9409	40.0543011694499	-999	LPG	L	grid	-58.7354	-44.408	44.9328
LPG47	-62.1755	-40.3005	46.5150077497325	-999	LPG	L	grid	-53.4614	-40.4971	52.5384
LPG48	-51.2233	-40.7869	58.5874527487836	-999	LPG	L	grid	-48.0169	-37.0302	60.1544
LPG49	-61.4571	-63.9362	-6.68951043640959	-999	LPG	L	grid	-59.3093	-67.148	-0.354857
LPG50	-62.4259	-61.4888	4.34697087089935	-999	LPG	L	grid	-59.9654	-64.9142	9.17397
LPG51	-63.2644	-58.7394	13.795554365089	-999	LPG	L	grid	-59.704	-62.3064	19.143
LPG52	-63.5255	-56.4949	25.7922178879978	-999	LPG	L	grid	-58.4615	-59.3511	28.4968
LPG53	-63.2467	-53.3758	35.5024323867412	-999	LPG	L	grid	-56.7602	-56.2174	37.8942
LPG54	-61.2714	-47.5353	43.7730498329474	-999	LPG	L	grid	-54.6001	-52.9057	47.3354
LPG55	-54.0721	-48.8785	54.7510346168269	-999	LPG	L	grid	-48.4515	-48.2116	53.6127
LPG56	-47.946	-48.5013	61.3679255487777	-999	LPG	L	grid	-44.2654	-44.213	61.1206
LPG57	-53.2617	-76.1752	-4.15989197248405	-999	LPG	L	grid	-55.3443	-75.2104	1.86483
LPG58	-55.4529	-72.2761	5.56805727105266	-999	LPG	L	grid	-55.6596	-73.8559	11.5868
