name	x	y	z	size	group	hemisphere	type	tal.x	tal.y	tal.z
LD1	-27.2582	-3.81189	-30.906784296422	-999	LD	L	depth	-31.2347	-0.964851	-29.6177
LD2	-29.8678	-2.38966	-32.4403006751912	-999	LD	L	depth	-34.7388	0.121993	-30.2251
LD3	-34.1974	-1.79177	-33.768641798195	-999	LD	L	depth	-38.1483	-0.080919	-30.0013
LD4	-45.4745	-0.650544	-37.0092857381294	-999	LD	L	depth	-43.3826	0.963553	-31.3912
LD5	-48.2469	-2.85673	-37.2830234861553	-999	LD	L	depth	-46.792	0.760753	-31.1675
LD6	-52.114	-2.8847	-36.4095581129874	-999	LD	L	depth	-51.4071	1.72082	-30.8059
LD7	-55.1513	-2.03471	-35.0938879951168	-999	LD	L	depth	-54.8166	1.51806	-30.582
LD8	-58.9821	-1.60723	-35.1321568939496	-999	LD	L	depth	-59.3877	1.30656	-31.178
LD9	-61.6049	-1.90058	-34.4012872629722	-999	LD	L	depth	-62.7972	1.10382	-30.9541
LD10	-65.0404	-0.73794	-34.3380525934439	-999	LD	L	depth	-66.8696	2.15678	-31.5242
LA1	-20.6943	-9.70639	-14.4617165007685	-999	LA	L	depth	-21.5299	-3.45107	-12.4195
LA2	-22.8959	-9.88095	-14.3393681039281	-999	LA	L	depth	-23.8029	-3.58634	-12.2703
LA3	-27.7887	-9.78481	-15.3943288814747	-999	LA	L	depth	-28.3742	-3.79773	-12.8664
LA4	-31.2203	-7.80215	-17.3149020269248	-999	LA	L	depth	-31.9385	-2.0365	-14.3368
LA5	-35.9025	-7.57856	-17.317431271028	-999	LA	L	depth	-36.4844	-2.30697	-14.0382
LA6	-38.9996	-6.49378	-16.9859484561897	-999	LA	L	depth	-39.9631	-1.27919	-13.7512
LA7	-42.8855	-6.57396	-18.5876925993058	-999	LA	L	depth	-45.1026	-1.52441	-14.3099
LA8	-44.9842	-6.34059	-19.1965057293603	-999	LA	L	depth	-48.5814	-0.496634	-14.0229
LA9	-49.3443	-7.75406	-20.9834215165463	-999	LA	L	depth	-53.1527	-0.708144	-14.6189
LA10	-54.6493	-7.1254	-20.7580360316351	-999	LA	L	depth	-56.6315	0.319691	-14.3319
LA11	-61.8579	-6.68367	-22.4113107296158	-999	LA	L	depth	-61.2281	0.167306	-15.8224
LA12	-65.2503	-5.27266	-21.7627862075619	-999	LA	L	depth	-64.7069	1.19514	-15.5353
LS1	-46.2765	-8.61104	-4.82751144597796	-999	LS	L	depth	-47.0124	-1.42817	1.20748
LS2	-48.5864	-7.56353	-5.98946325638773	-999	LS	L	depth	-49.3801	-0.276691	0.466115
LS3	-52.643	-6.59898	-6.67395480628506	-999	LS	L	depth	-53.9954	0.685444	0.866683
LS4	-55.4746	-5.19138	-8.44525076605692	-999	LS	L	depth	-57.525	1.82747	-0.71344
LS5	-59.1685	-3.74527	-8.1974411285347	-999	LS	L	depth	-61.0039	2.85529	-0.42641
