onset	duration	sample	trial_type	response_time	serialpos	probepos	probe_word	resp_word	study_1	study_2	list	test	answer	experiment	session	subject
0.0	140.857	-1	SESS_START	n/a	-999	-999	n/a	n/a	n/a	n/a	-999	[0, 0, 0]	-999	PAL1	0	R1074M
140.857	1.017	46134	START	n/a	-999	-999	n/a	n/a	n/a	n/a	-1	[-999, -999, -999]	-999	PAL1	0	R1074M
141.874	10.402	46642	PROB	10381	-999	-999	n/a	n/a	n/a	n/a	-1	[1, 8, 1]	10	PAL1	0	R1074M
152.276	7.552	51843	PROB	7531	-999	-999	n/a	n/a	n/a	n/a	-1	[1, 4, 9]	14	PAL1	0	R1074M
159.828	18.971	55619	PROB	18971	-999	-999	n/a	n/a	n/a	n/a	-1	[7, 8, 9]	25	PAL1	0	R1074M
178.799	69.184	65104	STOP	n/a	-999	-999	n/a	n/a	n/a	n/a	-1	[-999, -999, -999]	-999	PAL1	0	R1074M
247.983	10.447	99694	ENCODING_START	n/a	0	-999	n/a	n/a	n/a	n/a	1	[0, 0, 0]	-999	PAL1	0	R1074M
258.43	0.817	104917	STUDY_ORIENT	n/a	1	3	GEESE	n/a	POND	GEESE	1	[0, 0, 0]	-999	PAL1	0	R1074M
259.247	5.018	105325	STUDY_PAIR	n/a	1	3	GEESE	n/a	POND	GEESE	1	[0, 0, 0]	-999	PAL1	0	R1074M
264.265	1.017	107834	STUDY_ORIENT	n/a	2	4	DOG	n/a	DOLL	DOG	1	[0, 0, 0]	-999	PAL1	0	R1074M
265.282	5.034	108343	STUDY_PAIR	n/a	2	4	DOG	n/a	DOLL	DOG	1	[0, 0, 0]	-999	PAL1	0	R1074M
270.316	0.817	110860	STUDY_ORIENT	n/a	3	5	TOAD	n/a	PANTS	TOAD	1	[0, 0, 0]	-999	PAL1	0	R1074M
271.133	5.034	111268	STUDY_PAIR	n/a	3	5	TOAD	n/a	PANTS	TOAD	1	[0, 0, 0]	-999	PAL1	0	R1074M
276.167	1.0	113785	STUDY_ORIENT	n/a	4	6	CAT	n/a	TENT	CAT	1	[0, 0, 0]	-999	PAL1	0	R1074M
277.167	5.018	114285	STUDY_PAIR	n/a	4	6	CAT	n/a	TENT	CAT	1	[0, 0, 0]	-999	PAL1	0	R1074M
282.185	0.934	116794	STUDY_ORIENT	n/a	5	1	BLUSH	n/a	BLUSH	ZOO	1	[0, 0, 0]	-999	PAL1	0	R1074M
283.119	5.034	117261	STUDY_PAIR	n/a	5	1	BLUSH	n/a	BLUSH	ZOO	1	[0, 0, 0]	-999	PAL1	0	R1074M
288.153	0.767	119778	STUDY_ORIENT	n/a	6	2	CHAIR	CAT	CHAIR	BADGE	1	[0, 0, 0]	-999	PAL1	0	R1074M
288.92	4.018	120161	STUDY_PAIR	n/a	6	2	CHAIR	CAT	CHAIR	BADGE	1	[0, 0, 0]	-999	PAL1	0	R1074M
292.938	0.999	122170	START	n/a	-999	-999	n/a	n/a	n/a	n/a	1	[-999, -999, -999]	-999	PAL1	0	R1074M
293.937	0.017	122669	MATH_START	n/a	-999	-999	n/a	n/a	n/a	n/a	1	[0, 0, 0]	-999	PAL1	0	R1074M
293.954	5.268	122678	PROB	5245	-999	-999	n/a	n/a	n/a	n/a	1	[3, 1, 4]	8	PAL1	0	R1074M
299.222	5.735	125312	PROB	5713	-999	-999	n/a	n/a	n/a	n/a	1	[2, 5, 2]	12	PAL1	0	R1074M
304.957	24.394	128179	PROB	24394	-999	-999	n/a	n/a	n/a	n/a	1	[5, 8, 2]	13	PAL1	0	R1074M
329.351	0.01	140375	STOP	n/a	-999	-999	n/a	n/a	n/a	n/a	1	[-999, -999, -999]	-999	PAL1	0	R1074M
329.361	0.0	140380	MATH_END	n/a	-999	-999	n/a	n/a	n/a	n/a	1	[0, 0, 0]	-999	PAL1	0	R1074M
329.361	0.017	140380	TEST_START	n/a	-999	-999	n/a	n/a	n/a	n/a	1	[0, 0, 0]	-999	PAL1	0	R1074M
329.378	0.833	140389	TEST_ORIENT	n/a	5	1	BLUSH	n/a	BLUSH	ZOO	1	[0, 0, 0]	-999	PAL1	0	R1074M
330.211	0.002	140805	TEST_PROBE	n/a	5	1	BLUSH	n/a	BLUSH	ZOO	1	[0, 0, 0]	-999	PAL1	0	R1074M
330.213	4.481	140806	REC_START	n/a	5	-999	n/a	n/a	n/a	n/a	1	[0, 0, 0]	-999	PAL1	0	R1074M
334.694	0.518	143047	REC_EVENT	4481	5	1	BLUSH	<>	BLUSH	ZOO	1	[0, 0, 0]	-999	PAL1	0	R1074M
335.212	0.017	143306	REC_END	n/a	5	-999	n/a	n/a	n/a	n/a	1	[0, 0, 0]	-999	PAL1	0	R1074M
335.229	1.034	143314	TEST_ORIENT	n/a	6	2	CHAIR	CAT	CHAIR	BADGE	1	[0, 0, 0]	-999	PAL1	0	R1074M
336.263	0.0	143831	TEST_PROBE	n/a	6	2	CHAIR	CAT	CHAIR	BADGE	1	[0, 0, 0]	-999	PAL1	0	R1074M
336.263	2.147	143831	REC_START	n/a	6	-999	n/a	CAT	n/a	n/a	1	[0, 0, 0]	-999	PAL1	0	R1074M
338.41	2.87	144905	REC_EVENT	2147	6	2	CHAIR	CAT	CHAIR	BADGE	1	[0, 0, 0]	-999	PAL1	0	R1074M
341.28	0.017	146340	REC_END	n/a	6	-999	n/a	n/a	n/a	n/a	1	[0, 0, 0]	-999	PAL1	0	R1074M
341.297	0.967	146348	TEST_ORIENT	n/a	1	3	GEESE	n/a	POND	GEESE	1	[0, 0, 0]	-999	PAL1	0	R1074M
342.264	0.0	146832	TEST_PROBE	n/a	1	3	GEESE	n/a	POND	GEESE	1	[0, 0, 0]	-999	PAL1	0	R1074M
342.264	2.02	146832	REC_START	n/a	1	-999	n/a	n/a	n/a	n/a	1	[0, 0, 0]	-999	PAL1	0	R1074M
344.284	2.997	147841	REC_EVENT	2020	1	3	GEESE	<>	POND	GEESE	1	[0, 0, 0]	-999	PAL1	0	R1074M
347.281	0.017	149340	REC_END	n/a	1	-999	n/a	n/a	n/a	n/a	1	[0, 0, 0]	-999	PAL1	0	R1074M
