name	x	y	z	size	group	hemisphere	type	tal.x	tal.y	tal.z
MPID7	30.5262	-9.37277	7.12410955078364	-999	MPID	R	depth	30.7405	-6.60914	11.6382
G2	34.0557	25.1767	-22.594849673097	-999	G	R	grid	32.425	25.6076	-17.3373
G3	42.4232	20.1777	-17.5225405286638	-999	G	R	grid	40.9336	21.8975	-13.4412
G4	50.4584	12.0432	-12.5289284774876	-999	G	R	grid	47.3116	15.9751	-7.42732
G5	52.165	6.80064	-2.83380870618772	-999	G	R	grid	50.5179	10.3214	-0.330155
G6	55.3981	0.0640046	3.38803436581285	-999	G	R	grid	53.1782	3.73636	7.44062
G7	57.7375	-5.58046	15.1189048116334	-999	G	R	grid	56.3627	-3.37885	15.2131
G8	59.65	-14.7803	21.9581214535649	-999	G	R	grid	59.569	-9.00104	22.9399
MPID8	30.5262	-9.37277	7.12410955078364	-999	MPID	R	depth	30.7405	-6.60914	11.6382
G10	37.1443	22.423	-29.4695892834295	-999	G	R	grid	35.4103	19.3534	-25.1882
G11	43.981	16.4387	-25.3102338138065	-999	G	R	grid	42.85	14.2882	-20.2252
G12	49.5626	7.69474	-21.7608748336559	-999	G	R	grid	47.1033	8.49572	-14.1628
G13	50.5741	0.633869	-10.894368008425	-999	G	R	grid	50.3096	2.84125	-7.08185
G14	55.3434	-8.45704	-4.27733538982478	-999	G	R	grid	54.0251	-4.33864	0.0352579
G15	58.2223	-14.5087	5.94392000193265	-999	G	R	grid	57.2314	-9.9617	7.74473
G16	61.3272	-23.3735	7.33250510348319	-999	G	R	grid	59.3607	-16.5141	15.5289
G17	27.9734	21.8618	-37.5213103130487	-999	G	R	grid	27.2616	17.1178	-34.8859
G18	37.3365	19.4618	-34.8164777383166	-999	G	R	grid	36.2789	12.8044	-31.9802
G19	44.4028	13.9526	-30.081891236518	-999	G	R	grid	42.6418	6.80888	-26.9608
G20	49.0485	1.92454	-27.7376137704537	-999	G	R	grid	47.9726	1.02466	-19.9283
G21	53.6276	-5.96038	-19.9434586217725	-999	G	R	grid	52.7499	-5.29798	-13.862
G22	57.7036	-12.4494	-13.1856369228616	-999	G	R	grid	55.9561	-10.9525	-6.78096
G23	61.4838	-22.2348	-2.52630883010974	-999	G	R	grid	58.0855	-17.5374	0.356491
G24	62.01	-27.7609	7.32424434038534	-999	G	R	grid	60.2075	-24.5901	8.10633
G25	26.9924	13.13	-46.5781805044487	-999	G	R	grid	27.0249	6.72572	-40.5306
G26	39.4802	11.2095	-43.8711748908452	-999	G	R	grid	37.1186	4.26482	-38.7078
G27	46.4426	7.42763	-37.3957725741534	-999	G	R	grid	43.5255	0.333187	-32.7584
G28	47.2525	-5.71327	-34.9668526378397	-999	G	R	grid	47.7571	-6.95236	-26.6477
G29	49.1236	-13.5268	-27.4512077600177	-999	G	R	grid	52.5568	-12.7042	-19.6031
G30	58.1632	-19.2778	-19.3140659393889	-999	G	R	grid	56.8103	-18.4968	-13.5407
G31	64.1071	-31.3952	-7.05991560422311	-999	G	R	grid	59.9946	-25.6442	-6.41151
G32	64.0757	-33.559	3.10878068110833	-999	G	R	grid	62.1385	-31.2338	0.69381
TT1	30.4998	-21.0979	-33.3701104028194	-999	TT	R	strip	33.7372	-22.3851	-23.8128
TT2	27.051	-10.7028	-37.1288708828451	-999	TT	R	strip	28.4883	-13.8931	-27.9426
TT3	24.8554	-1.05152	-39.1272717241887	-999	TT	R	strip	23.7785	-5.85795	-31.0739
